c_d_dep,departamento,c_d_mun,municipio,grupo_de_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,a_o,periodo,rea_sembrada_ha,rea_cosechada_ha,producci_n_t,rendimiento_t_ha,estado_fisico_produccion,nombre_cientifico,ciclo_de_cultivo
25,CUNDINAMARCA,25126,CAJICA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008A,2,1,10,8.33,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008A,3,3,48,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008A,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19392,LA SIERRA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008B,2,1,5,4.8,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008B,65,61,1098,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25269,FACATATIVA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008B,1,1,19,16.67,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008B,3,3,48,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2008,2008B,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19110,BUENOS AIRES,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,1,1,0,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,6,6,106,18.63,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25322,GUASCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,1,1,9,9.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25491,NOCAIMA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,0,0,0,0.32,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,2,2,32,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009A,8,8,16,2.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19110,BUENOS AIRES,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009B,1,1,0,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009B,6,6,205,36.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25322,GUASCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009B,2,2,18,9.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25491,NOCAIMA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009B,0,0,0,0.32,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009B,2,2,32,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2009,2009B,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
17,CALDAS,17541,PENSILVANIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,1,1,4,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19513,PADILLA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,1,1,1,1.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,5,5,125,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25322,GUASCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,1,1,0,0.25,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,3,3,40,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86755,SAN FRANCISCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,1,1,3,2.7,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
68,SANTANDER,68895,ZAPATOCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010A,13,13,26,2.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15491,NOBSA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,0,0,0,0.28,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
17,CALDAS,17541,PENSILVANIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,1,1,4,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,5,5,120,24.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25322,GUASCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,1,1,0,0.25,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,3,3,40,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86755,SAN FRANCISCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,2,1,4,2.7,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
68,SANTANDER,68895,ZAPATOCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2010,2010B,12,11,22,2.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15500,OICATA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011A,40,35,630,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011A,10,9,171,19.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011A,9,6,30,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25322,GUASCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011A,1,1,5,9.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011A,2,2,24,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15516,PAIPA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,300,300,5400,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15500,OICATA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,0,0,0,0.28,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,10,9,54,6.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,5,5,150,30.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25322,GUASCA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,1,1,5,9.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,2,2,24,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2011,2011B,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15377,LABRANZAGRANDE,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,2,1,1,1.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,14,13,286,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,9,8,96,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,3,2,50,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,1,1,24,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
73,TOLIMA,73055,ARMERO (GUAYABAL),HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,5,5,15,3.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012A,8,8,16,2.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15377,LABRANZAGRANDE,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,1,1,1,1.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,16,14,308,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,9,6,30,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,4,4,88,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,1,1,20,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2012,2012B,1,1,5,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,15,14,308,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,1,1,0,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,20,20,500,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,9,8,96,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,7,7,182,28.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,1,1,24,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
52,NARIÑO,52385,LA LLANADA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,8,7,7,1.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86749,SIBUNDOY,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,5,5,63,12.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86760,SANTIAGO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,5,4,38,10.6,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86219,COLON,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,4,3,35,12.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013A,1,1,3,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,18,16,352,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,1,1,0,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,10,9,225,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,9,7,35,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,7,5,132,28.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,1,1,24,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
52,NARIÑO,52385,LA LLANADA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,8,7,7,1.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54518,PAMPLONA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,1,1,10,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86219,COLON,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,5,4,44,12.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86760,SANTIAGO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,5,4,40,10.6,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
86,PUTUMAYO,86749,SIBUNDOY,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,5,4,44,12.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2013,2013B,1,1,3,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15491,NOBSA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,1,0,0,0.28,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,15,14,308,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,6,6,3,0.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,20,20,500,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,9,8,96,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,6,6,132,24.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,1,1,22,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
52,NARIÑO,52203,COLON,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,1,1,1,0.6,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,1,1,16,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,2,2,6,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76890,YOTOCO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014A,0,0,2,5.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15491,NOBSA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,1,0,0,0.28,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,18,17,374,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,2,2,1,0.7,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,10,9,225,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,9,8,96,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,6,5,120,24.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,1,1,26,20.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,2,2,20,10.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2014,2014B,2,2,5,2.5,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15299,GARAGOA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,2,2,24,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15879,VIRACACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,2,2,8,4.1,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,16,15,330,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,1,1,0,0.4,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,18,18,450,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,10,9,108,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25799,TENJO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,1,1,23,18.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25214,COTA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,1,1,23,23.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
54,NORTE DE SANTANDER,54405,LOS PATIOS,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,1,1,8,16.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
63,QUINDIO,63272,FILANDIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,1,1,8,16.8,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
73,TOLIMA,73024,ALPUJARRA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,3,3,2,0.6,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
76,VALLE DEL CAUCA,76001,CALI,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015A,3,3,12,4.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
15,BOYACA,15299,GARAGOA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,2,2,24,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19807,TIMBIO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,17,16,352,22.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
19,CAUCA,19364,JAMBALO,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,1,1,1,0.7,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25175,CHIA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,10,9,225,25.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
25,CUNDINAMARCA,25754,SOACHA,HORTALIZAS,ACELGA,ACELGA,ACELGA,2015,2015B,10,10,114,12.0,FRUTO FRESCO,BETA VULGARIS,TRANSITORIO
